start_date,end_date,self_perceived_masculinity,importance_of_being_seen_as_masculine,source_of_masculinity_father_figure,source_of_masculinity_mother_figure,source_of_masculinity_family_members,source_of_masculinity_pop_culture,source_of_masculinity_friends,source_of_masculinity_other,societal_pressure_on_men,lifestyle_ask_friend_professional_advice,lifestyle_ask_friend_personal_advice,lifestyle_show_affection_to_male_friends,lifestyle_crying,lifestyle_physical_fight,lifestyle_sexual_relations_with_women,lifestyle_sexual_relations_with_men,lifestyle_watch_sports,lifestyle_work_out,lifestyle_see_therapist,lifestyle_feel_lonely_or_isolated,daily_worry_height,daily_worry_weight,daily_worry_hair,daily_worry_physique,daily_worry_genitalia,daily_worry_clothing_style,daily_worry_sexual_performance,daily_worry_mental_health,daily_worry_physical_health,daily_worry_finances,daily_worry_provide_for_family,daily_worry_none,employment_status,advantage_of_being_a_man_more_money,advantage_of_being_a_man_taken_more_seriously,advantage_of_being_a_man_more_choice,advantage_of_being_a_man_more_promotion_opportunities,advantage_of_being_a_man_praised_more,advantage_of_being_a_man_more_manager_support,advantage_of_being_a_man_other,advantage_of_being_a_man_none,disadvantage_of_being_a_man_hiring_promoting_women,disadvantage_of_being_a_man_risk_accusation_harassment,disadvantage_of_being_a_man_risk_accusation_bias,disadvantage_of_being_a_man_other,disadvantage_of_being_a_man_none,response_to_harassment_confronted_accused,response_to_harassment_contacted_hr,response_to_harassment_contacted_manager,response_to_harassment_supported_victim,response_to_harassment_did_nothing,response_to_harassment_never_witnessed,response_to_harassment_other,reason_for_no_response,heard_about_metoo,behavior_changed_at_work_due_to_metoo,expected_to_make_first_move,how_often_pay_on_date,reason_for_paying_on_date_right_thing,reason_for_paying_on_date_earn_more,reason_for_paying_on_date_feel_good,reason_for_paying_on_date_societal_expectations,reason_for_paying_on_date_obligation_for_asking_out,reason_for_paying_on_date_test_response,reason_for_paying_on_date_other,gauge_interest_by_body_language,gauge_interest_by_verbal_consent,gauge_interest_by_physical_move,gauge_interest_situation_different,gauge_interest_unclear,gauge_interest_other,boundary_wondered_if_pushed_too_far,boundary_discussed_with_friends,boundary_contacted_past_partner,boundary_none_above,changed_behavior_in_relationships_due_to_metoo,marital_status,has_children_under_18,has_children_over_18,no_children,sexual_orientation,race,education_level,state,income_bracket,us_region,device_and_os_usage,race_classification,race_and_ethnicity_detailed,education_level_grouped,education_level_detailed,age_group,has_kids,sexual_orientation_label,response_weight,total_worries
5/16/18 11:34,5/16/18 11:42,Somewhat masculine,Somewhat important,1,1,1,0,0,0,Yes,Rarely,Rarely,Rarely,"Never, but open to it",Rarely,Sometimes,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it","Never, but open to it",0,1,0,0,0,0,0,1,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Often,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,No,Widowed,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,New Jersey,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,White,White,Some college,Some college,65 and up,Has children,Straight,0.825123786,3
5/16/18 11:36,5/16/18 11:40,Somewhat masculine,Somewhat important,1,1,1,0,1,0,No,Rarely,Rarely,Often,"Never, and not open to it","Never, and not open to it",Sometimes,No answer,Often,Often,"Never, but open to it",Sometimes,0,1,0,1,0,0,0,1,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,No,Separated,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,High school or G.E.D.,Florida,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,White,White,High school or less,High school or less,65 and up,Has children,Straight,1.986332063,4
5/16/18 11:41,5/16/18 11:47,Very masculine,Very important,1,0,1,0,1,0,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Sometimes,0,1,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,,Nothing at all,,Yes,Always,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,No,Married,"Yes, one or more children under 18","Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Illinois,Prefer not to answer,East North Central,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.593337833,3
5/16/18 11:58,5/16/18 12:08,Very masculine,Not too important,0,1,0,0,1,0,Yes,Rarely,Rarely,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Washington,"$75,000-$99,999",Pacific,MacOS Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.373985307,1
5/16/18 12:05,5/16/18 12:10,Somewhat masculine,Not at all important,1,1,0,0,1,0,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,Rarely,"Never, and not open to it",Rarely,No answer,Sometimes,0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,No,Divorced,Not selected,Not selected,No children,Other,White,College graduate,California,"$0-$9,999",Pacific,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,No children,Other,0.512693291,1
5/16/18 12:09,5/16/18 12:14,Very masculine,Not too important,1,0,1,0,1,0,No,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,0,0,1,0,0,0,0,0,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,,A lot,No,Yes,Sometimes,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Post graduate degree,California,"$100,000-$124,999",Pacific,iOS Phone / Tablet,White,White,College or more,Post graduate degree,18 - 34,Has children,Straight,0.128261059,4
5/16/18 12:16,5/16/18 12:23,Very masculine,Not too important,0,1,0,0,1,0,Yes,Rarely,Sometimes,Sometimes,No answer,"Never, but open to it","Never, and not open to it",Often,Sometimes,Often,Rarely,Rarely,0,1,0,1,0,0,0,0,1,0,0,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,Some,Yes,Yes,Sometimes,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,No,Married,Not selected,Not selected,No children,Gay,White,College graduate,Massachusetts,Prefer not to answer,New England,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,No children,Gay/Bisexual,0.668210024,3
5/16/18 12:20,5/16/18 12:28,Very masculine,Not too important,1,0,0,0,1,0,No,Often,Often,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,0,1,1,1,0,0,0,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,Some,Yes,No,Always,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Asian,Associate's degree,Texas,"$0-$9,999",West South Central,Android Phone / Tablet,Non-white,Other,Some college,Some college,35 - 64,Has children,Straight,0.775274627,7
5/16/18 12:37,5/16/18 12:45,Not very masculine,Not too important,1,0,1,0,1,0,No,Often,Often,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,A lot,Yes,No,Always,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Florida,"$100,000-$124,999",South Atlantic,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.545344405,2
5/16/18 12:38,5/16/18 12:44,Very masculine,Very important,0,0,0,0,0,1,Yes,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Sometimes,0,1,0,0,0,1,0,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,No answer,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,No,Widowed,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Texas,"$75,000-$99,999",West South Central,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059076967,3
5/16/18 12:39,5/16/18 12:46,Somewhat masculine,Somewhat important,0,0,0,1,0,0,Yes,Sometimes,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it",Often,Often,"Never, and not open to it",Sometimes,0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,A lot,No,No,Sometimes,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Post graduate degree,Oregon,"$10,000-$24,999",Pacific,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,18 - 34,Has children,Straight,0.117194739,1
5/16/18 12:46,5/16/18 12:52,Not very masculine,Somewhat important,1,1,1,1,1,0,Yes,Often,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Often,Often,"Never, and not open to it","Never, and not open to it",0,1,0,0,0,0,0,0,0,0,0,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,You weren?t sure it was sexual harassment,Nothing at all,,No,Never,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,No,Never married,Not selected,Not selected,No children,Straight,Black,High school or G.E.D.,Utah,"$0-$9,999",Mountain,iOS Phone / Tablet,Non-white,Black,High school or less,High school or less,18 - 34,No children,Straight,6.218213262,1
5/16/18 12:56,5/16/18 1:00,Somewhat masculine,Somewhat important,1,0,1,0,1,0,No,Rarely,Rarely,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it","Never, but open to it",Often,"Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,,A lot,No,Yes,Often,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,College graduate,Colorado,"$125,000-$149,999",Mountain,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.467359086,1
5/16/18 12:57,5/16/18 1:03,Somewhat masculine,Somewhat important,0,0,0,0,1,0,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, and not open to it",Often,"Never, and not open to it","Never, but open to it",Often,"Never, and not open to it",Sometimes,0,0,0,0,0,0,0,0,0,0,0,1,"Not employed, NOT looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,No,Divorced,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Some college,Tennessee,"$50,000-$74,999",East South Central,Android Phone / Tablet,White,White,Some college,Some college,35 - 64,Has children,Straight,0.780180584,1
5/16/18 12:59,5/16/18 1:04,Somewhat masculine,Somewhat important,1,0,1,0,1,0,No,Sometimes,Rarely,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it","Never, but open to it",0,1,0,0,0,0,0,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Sometimes,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,North Carolina,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.058149837,2
5/16/18 1:01,5/16/18 1:04,Somewhat masculine,Very important,1,1,1,0,1,0,No,Sometimes,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,"Never, and not open to it",Sometimes,0,1,0,1,0,1,0,0,1,1,0,0,"Not employed, NOT looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Missouri,Prefer not to answer,West North Central,MacOS Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.716907351,5
5/16/18 1:05,5/16/18 1:12,Somewhat masculine,Not at all important,1,0,1,0,1,0,No,Sometimes,Sometimes,Sometimes,No answer,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,"Never, and not open to it","Never, and not open to it",0,1,1,1,0,0,0,0,0,1,0,0,"Employed, working full-time",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,A lot,No,No,Always,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Other,Post graduate degree,Florida,Prefer not to answer,South Atlantic,Windows Desktop / Laptop,Non-white,Other,College or more,Post graduate degree,35 - 64,Has children,Straight,0.109481978,4
5/16/18 1:09,5/16/18 1:18,Somewhat masculine,Not too important,0,0,0,1,0,0,Yes,"Never, but open to it",Rarely,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Often,Often,"Never, but open to it",Rarely,0,1,0,0,0,1,0,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Arizona,"$125,000-$149,999",Mountain,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.05465732,3
5/16/18 1:13,5/16/18 1:18,Somewhat masculine,Not too important,1,0,0,0,0,0,No,Sometimes,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,Some,Yes,Yes,Always,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,No,Widowed,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Associate's degree,Pennsylvania,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop,White,White,Some college,Some college,65 and up,Has children,Straight,0.56064317,1
5/16/18 1:21,5/16/18 1:28,Very masculine,Somewhat important,1,0,1,0,1,0,No,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",No answer,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,0,1,0,1,0,1,0,1,1,1,1,0,"Not employed, NOT looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Often,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Associate's degree,California,"$150,000-$174,999",Pacific,Windows Desktop / Laptop,White,White,Some college,Some college,65 and up,Has children,Straight,0.615179712,7
5/16/18 1:24,5/16/18 1:32,Somewhat masculine,Not too important,1,1,1,0,0,0,No,Rarely,Rarely,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Nebraska,Prefer not to answer,West North Central,iOS Phone / Tablet,White,White,College or more,College or more,65 and up,Has children,Straight,0.792408405,1
5/16/18 1:27,5/16/18 1:33,Somewhat masculine,Somewhat important,1,1,0,0,0,0,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,Rarely,Rarely,0,1,0,1,0,0,1,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,A lot,No,Yes,Always,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Iowa,"$200,000+",West North Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.079920171,7
5/16/18 1:28,5/16/18 1:37,Very masculine,Not too important,1,1,1,0,1,0,No,"Never, and not open to it","Never, but open to it",Often,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, and not open to it",Sometimes,1,1,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,,A lot,No,Yes,Always,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,Other,College graduate,California,Prefer not to answer,Middle Atlantic,Android Phone / Tablet,Non-white,Other,College or more,College or more,18 - 34,Has children,Straight,2.188326309,4
5/16/18 1:36,5/16/18 1:42,Somewhat masculine,Not too important,0,1,0,0,0,0,No,Often,Often,Often,Sometimes,Rarely,Often,"Never, and not open to it",Rarely,Rarely,Rarely,Sometimes,0,0,0,0,0,0,0,0,0,0,1,0,"Employed, working full-time",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,Some,Yes,Yes,Often,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,Yes,Never married,Not selected,Not selected,No children,Straight,White,High school or G.E.D.,Virginia,"$100,000-$124,999",South Atlantic,Android Phone / Tablet,White,White,High school or less,High school or less,18 - 34,No children,Straight,8.643673599,1
5/16/18 1:37,5/16/18 1:45,Very masculine,Somewhat important,0,1,0,0,0,0,No,"Never, but open to it","Never, but open to it",Rarely,No answer,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,"Never, and not open to it",Rarely,0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Often,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Minnesota,"$100,000-$124,999",West North Central,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.529114239,1
5/16/18 1:39,5/16/18 1:44,Somewhat masculine,Somewhat important,0,0,1,0,0,0,No,Rarely,Rarely,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,"Never, but open to it",Rarely,0,1,0,1,0,0,0,1,1,1,0,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,Some,No,No,Never,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Kansas,"$200,000+",West North Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.07252899,5
5/16/18 1:54,5/16/18 2:01,Somewhat masculine,Not too important,0,1,0,0,0,1,Yes,Rarely,Rarely,Often,Sometimes,Rarely,No answer,"Never, and not open to it",Sometimes,Sometimes,"Never, and not open to it",Often,0,1,0,0,0,0,0,0,0,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Often,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,No,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Michigan,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.484712546,1
5/16/18 1:57,5/16/18 2:05,Very masculine,Somewhat important,1,0,0,0,0,0,Yes,Often,No answer,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it",Often,Often,No answer,Rarely,0,1,0,1,1,0,0,0,1,0,0,0,"Not employed, NOT looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,No,Widowed,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Associate's degree,Florida,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,White,White,Some college,Some college,65 and up,Has children,Straight,0.635442753,4
5/16/18 2:42,5/16/18 8:01,Somewhat masculine,Somewhat important,1,1,1,1,1,0,Yes,Sometimes,Often,Rarely,No answer,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Sometimes,Often,Sometimes,0,1,0,1,1,0,1,0,1,0,0,0,"Not employed, NOT looking for work",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,Yes,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,California,"$100,000-$124,999",Pacific,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059756492,5
5/16/18 3:02,5/16/18 3:05,Very masculine,Not at all important,1,1,0,0,0,0,Yes,"Never, but open to it","Never, and not open to it",Rarely,"Never, but open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Often,"Never, but open to it","Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,California,"$75,000-$99,999",Pacific,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.496283147,1
5/16/18 3:22,5/16/18 3:28,Somewhat masculine,Very important,1,0,0,1,0,0,Yes,Sometimes,Often,"Never, and not open to it","Never, but open to it","Never, and not open to it","Never, but open to it","Never, and not open to it",Sometimes,"Never, and not open to it","Never, and not open to it",Sometimes,0,1,0,1,0,0,0,0,1,1,0,0,"Employed, working full-time",1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,A lot,No,Yes,Often,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Florida,"$50,000-$74,999",South Atlantic,Android Phone / Tablet,White,White,College or more,College or more,35 - 64,Has children,Straight,0.545344405,4
5/16/18 3:23,5/16/18 3:30,Somewhat masculine,Not too important,1,1,1,1,1,1,Yes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,"Never, and not open to it",Rarely,Sometimes,"Never, but open to it",Sometimes,0,1,0,0,0,0,0,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,,A lot,No,Yes,Always,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Associate's degree,Idaho,"$75,000-$99,999",Mountain,Windows Desktop / Laptop,White,White,Some college,Some college,35 - 64,Has children,Straight,0.392153054,5
5/16/18 3:28,5/16/18 3:37,Very masculine,Not at all important,1,0,0,0,0,0,Yes,Rarely,"Never, but open to it",Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,Sometimes,"Never, and not open to it",0,1,1,0,0,0,0,1,0,0,0,0,"Employed, working part-time",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,A lot,No,No,Always,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,New Mexico,"$75,000-$99,999",Mountain,iOS Phone / Tablet,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.056149672,3
5/16/18 3:35,5/16/18 3:41,Very masculine,Not at all important,1,1,0,0,1,1,No,Often,Often,Often,"Never, but open to it","Never, but open to it",Sometimes,"Never, and not open to it",Often,Often,"Never, but open to it",Sometimes,0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,California,"$125,000-$149,999",Pacific,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059756492,1
5/16/18 3:39,5/16/18 3:44,Somewhat masculine,Not too important,1,1,0,0,0,0,Yes,Often,Sometimes,Sometimes,Often,"Never, and not open to it",Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, but open to it",Rarely,1,0,0,0,0,0,0,0,0,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Yes,Always,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Bisexual,White,Some college,Oklahoma,"$75,000-$99,999",West South Central,iOS Phone / Tablet,White,White,Some college,Some college,35 - 64,Has children,Gay/Bisexual,2.231533039,1
5/16/18 3:38,5/16/18 4:02,Very masculine,Not at all important,1,0,1,0,0,1,Yes,Often,Often,Often,Often,Rarely,Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,0,1,0,0,0,0,0,0,0,0,0,0,Not employed-retired,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,No,Always,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Other,College graduate,Texas,"$100,000-$124,999",West South Central,Windows Desktop / Laptop,Non-white,Other,College or more,College or more,65 and up,Has children,Straight,0.525162542,1
